ano_de_construccion,banos,disposicion,dormitorios,estado,garajes,gastos_comunes,m2_de_la_terraza,m2_del_terreno,m2_edificados,price,tipo_propiedad,vivienda_social,zona
1963.0,3.0,al frente,3.0,excelente estado,1.0,19000.0,0.0,149.0,149.0,335000.0,apartamentos,0.0,pocitos
1947.0,2.0,al frente,2.0,buen estado,0.0,6000.0,14.0,68.0,68.0,149000.0,apartamentos,0.0,cordon
2012.0,3.0,al frente,3.0,excelente estado,2.0,1400.0,24.0,170.0,170.0,750000.0,apartamentos,0.0,punta gorda
2018.0,1.0,al frente,2.0,a estrenar,0.0,0.0,0.0,73.0,73.0,141000.0,apartamentos,0.0,aguada
1949.0,2.0,al frente,3.0,buen estado,0.0,1700.0,0.0,88.0,88.0,168000.0,apartamentos,0.0,cordon
1968.0,3.0,al frente,4.0,buen estado,0.0,0.0,0.0,311.0,144.0,185000.0,casas,0.0,union
2018.0,3.0,al frente,3.0,a estrenar,3.0,20000.0,31.0,250.0,250.0,1040000.0,apartamentos,0.0,puerto buceo
1976.0,1.0,al frente,2.0,excelente estado,0.0,3500.0,4.0,49.0,49.0,128000.0,apartamentos,0.0,barrio sur
1963.0,2.0,al frente,4.0,buen estado,3.0,0.0,15.0,500.0,184.0,320000.0,casas,0.0,la blanqueada
1953.0,3.0,al frente,3.0,a reciclar,1.0,0.0,0.0,108.0,136.0,330000.0,casas,0.0,puerto buceo
1924.0,1.0,,3.0,buen estado,0.0,0.0,0.0,138.0,138.0,159000.0,casas,0.0,cordon
1924.0,3.0,,4.0,buen estado,0.0,0.0,0.0,142.0,142.0,210000.0,casas,0.0,la blanqueada
2018.0,1.0,contrafrente,2.0,a estrenar,0.0,0.0,0.0,72.0,72.0,141000.0,apartamentos,0.0,aguada
2017.0,3.0,al frente,3.0,a estrenar,3.0,18000.0,0.0,228.0,228.0,1390000.0,apartamentos,0.0,puerto buceo
1991.0,3.0,al frente,4.0,excelente estado,2.0,23000.0,0.0,207.0,207.0,510000.0,apartamentos,0.0,villa biarritz
1928.0,1.0,,4.0,buen estado,2.0,0.0,0.0,152.0,152.0,150000.0,casas,0.0,aguada
1938.0,1.0,al frente,3.0,requiere mantenimiento,0.0,0.0,0.0,130.0,139.0,115000.0,casas,0.0,bella vista
1946.0,2.0,al frente,3.0,buen estado,1.0,0.0,0.0,151.0,119.0,225000.0,casas,0.0,la comercial
2016.0,2.0,contrafrente,3.0,a estrenar,0.0,0.0,0.0,106.0,106.0,210950.0,apartamentos,1.0,prado
1948.0,3.0,al frente,3.0,buen estado,1.0,0.0,0.0,343.0,220.0,490000.0,casas,0.0,punta gorda
1976.0,1.0,al frente,1.0,buen estado,0.0,4500.0,0.0,52.0,52.0,150000.0,apartamentos,0.0,malvin
1985.0,2.0,al frente,3.0,reciclada,1.0,0.0,28.0,200.0,200.0,325000.0,casas,0.0,malvin
1945.0,1.0,,2.0,buen estado,0.0,0.0,0.0,312.0,93.0,140000.0,casas,0.0,centro
2019.0,1.0,contrafrente,1.0,a estrenar,0.0,3500.0,0.0,39.0,39.0,132000.0,apartamentos,1.0,centro
2011.0,1.0,al frente,0.0,excelente estado,0.0,2700.0,0.0,28.0,28.0,95000.0,apartamentos,0.0,punta carretas
1949.0,3.0,al frente,4.0,buen estado,1.0,25000.0,25.0,192.0,192.0,420000.0,apartamentos,0.0,pocitos
1912.0,1.0,contrafrente,2.0,excelente estado,0.0,2.0,0.0,52.0,52.0,95000.0,apartamentos,0.0,centro
2012.0,1.0,contrafrente,0.0,buen estado,0.0,3084.0,0.0,30.0,30.0,81000.0,apartamentos,0.0,parque batlle
2016.0,1.0,lateral,2.0,a estrenar,0.0,0.0,3.0,52.0,52.0,168436.0,apartamentos,1.0,la blanqueada
2017.0,1.0,al frente,2.0,a estrenar,1.0,2800.0,3.0,65.0,65.0,145000.0,apartamentos,1.0,cordon
2018.0,1.0,al frente,1.0,a estrenar,0.0,3200.0,0.0,54.0,54.0,155000.0,apartamentos,0.0,punta carretas
1998.0,2.0,al frente,3.0,requiere mantenimiento,3.0,0.0,4.0,644.0,444.0,550000.0,casas,0.0,punta gorda
2017.0,2.0,al frente,2.0,a estrenar,0.0,280.0,0.0,80.0,80.0,310000.0,apartamentos,0.0,carrasco
2001.0,3.0,al frente,4.0,buen estado,3.0,0.0,0.0,500.0,115.0,280000.0,casas,0.0,carrasco norte
1972.0,2.0,,2.0,requiere mantenimiento,0.0,0.0,0.0,71.0,115.0,106000.0,casas,0.0,union
2016.0,2.0,al frente,2.0,a estrenar,1.0,4500.0,0.0,70.0,70.0,235000.0,apartamentos,0.0,malvin
2002.0,2.0,al frente,2.0,excelente estado,1.0,8900.0,4.0,62.0,62.0,239000.0,apartamentos,0.0,pocitos
1987.0,1.0,al frente,3.0,buen estado,1.0,5940.0,2.0,62.0,62.0,168000.0,apartamentos,0.0,malvin
2018.0,1.0,,1.0,excelente estado,0.0,0.0,0.0,50.0,50.0,138000.0,apartamentos,0.0,centro
1967.0,1.0,al frente,1.0,a reciclar,1.0,0.0,0.0,416.0,382.0,180000.0,casas,0.0,jacinto vera
2017.0,2.0,al frente,2.0,en construccion,0.0,0.0,34.0,63.0,63.0,240000.0,apartamentos,0.0,parque rodo
1939.0,2.0,al frente,5.0,reciclada,2.0,0.0,0.0,186.0,290.0,238000.0,casas,0.0,barrio sur
2018.0,1.0,al frente,2.0,a estrenar,0.0,0.0,0.0,99.0,99.0,159000.0,apartamentos,1.0,aguada
2017.0,1.0,al frente,1.0,excelente estado,1.0,0.0,0.0,47.0,47.0,130000.0,apartamentos,0.0,buceo
1925.0,1.0,,2.0,buen estado,0.0,550.0,0.0,106.0,50.0,83000.0,apartamentos,0.0,la comercial
1955.0,3.0,al frente,4.0,buen estado,3.0,0.0,0.0,267.0,247.0,460000.0,casas,0.0,pocitos
2019.0,1.0,,0.0,en construccion,0.0,0.0,0.0,41.0,41.0,88000.0,apartamentos,0.0,buceo
1954.0,2.0,al frente,3.0,excelente estado,1.0,12000.0,10.0,128.0,128.0,410000.0,apartamentos,0.0,pocitos
2002.0,2.0,al frente,4.0,buen estado,0.0,3500.0,6.0,100.0,100.0,95000.0,apartamentos,0.0,bella vista
2018.0,3.0,al frente,3.0,a estrenar,0.0,0.0,0.0,215.0,106.0,280000.0,casas,0.0,barra de carrasco
2014.0,2.0,al frente,3.0,excelente estado,1.0,6500.0,0.0,77.0,77.0,200000.0,apartamentos,0.0,parque batlle
2018.0,1.0,contrafrente,2.0,a estrenar,0.0,0.0,0.0,62.0,62.0,145000.0,apartamentos,0.0,aguada
2018.0,1.0,al frente,2.0,a estrenar,0.0,0.0,0.0,71.0,71.0,161000.0,apartamentos,1.0,aguada
2020.0,1.0,al frente,1.0,en construccion,1.0,0.0,7.0,39.0,39.0,116000.0,apartamentos,1.0,aguada
2019.0,2.0,al frente,2.0,a estrenar,0.0,4000.0,0.0,86.0,86.0,198000.0,apartamentos,0.0,malvin
1992.0,3.0,al frente,3.0,buen estado,1.0,19350.0,0.0,136.0,136.0,330000.0,apartamentos,0.0,pocitos
2014.0,2.0,contrafrente,2.0,excelente estado,0.0,2500.0,0.0,75.0,75.0,138000.0,apartamentos,0.0,palermo
1936.0,1.0,interior,2.0,a reciclar,0.0,0.0,0.0,42.0,42.0,140000.0,apartamentos,0.0,centro
2010.0,1.0,,1.0,excelente estado,0.0,3300.0,0.0,45.0,45.0,140000.0,apartamentos,1.0,buceo
1939.0,1.0,interior,2.0,buen estado,0.0,600.0,0.0,79.0,79.0,120000.0,apartamentos,0.0,palermo
1992.0,3.0,al frente,4.0,excelente estado,3.0,38000.0,0.0,390.0,390.0,1500000.0,apartamentos,0.0,punta carretas
2000.0,2.0,al frente,4.0,excelente estado,0.0,5500.0,0.0,97.0,97.0,110000.0,apartamentos,0.0,arroyo seco
2015.0,1.0,al frente,1.0,excelente estado,1.0,2800.0,5.0,37.0,37.0,138000.0,apartamentos,0.0,buceo
2018.0,1.0,,0.0,buen estado,0.0,2500.0,0.0,25.0,22.0,98000.0,apartamentos,0.0,malvin
2017.0,1.0,contrafrente,2.0,buen estado,1.0,3.0,0.0,61.0,61.0,155000.0,apartamentos,0.0,parque rodo
1977.0,2.0,al frente,2.0,excelente estado,0.0,5300.0,0.0,76.0,76.0,185000.0,apartamentos,0.0,centro
2016.0,1.0,al frente,1.0,buen estado,1.0,2600.0,0.0,40.0,40.0,130000.0,apartamentos,0.0,cordon
1965.0,2.0,al frente,2.0,excelente estado,0.0,8000.0,65.0,65.0,65.0,205000.0,apartamentos,0.0,pocitos
2018.0,2.0,al frente,2.0,en construccion,0.0,0.0,2.0,78.0,78.0,329000.0,apartamentos,0.0,punta carretas
1984.0,1.0,al frente,2.0,buen estado,0.0,3000.0,2.0,49.0,49.0,135000.0,apartamentos,0.0,la blanqueada
1970.0,2.0,al frente,3.0,requiere mantenimiento,0.0,5098.0,0.0,100.0,100.0,180000.0,apartamentos,0.0,palermo
1940.0,1.0,al frente,2.0,buen estado,2.0,0.0,0.0,84.0,84.0,95000.0,apartamentos,0.0,jacinto vera
2015.0,3.0,,4.0,reciclada,2.0,0.0,0.0,533.0,533.0,2000000.0,casas,0.0,punta gorda
2017.0,1.0,al frente,0.0,a estrenar,0.0,3500.0,4.0,33.0,33.0,111000.0,apartamentos,0.0,pocitos nuevo
1977.0,1.0,al frente,3.0,buen estado,0.0,2350.0,0.0,78.0,78.0,170000.0,apartamentos,0.0,la blanqueada
2013.0,1.0,al frente,0.0,excelente estado,0.0,3597.0,0.0,37.0,37.0,115000.0,apartamentos,0.0,pocitos
2000.0,2.0,al frente,3.0,excelente estado,2.0,0.0,300.0,180.0,180.0,515000.0,apartamentos,0.0,carrasco
1998.0,3.0,al frente,3.0,buen estado,2.0,0.0,0.0,772.0,269.0,590000.0,casas,0.0,carrasco
2015.0,2.0,,2.0,a estrenar,1.0,0.0,5.0,96.0,96.0,340000.0,apartamentos,0.0,puerto buceo
2018.0,3.0,al frente,3.0,a estrenar,2.0,0.0,30.0,280.0,280.0,1350000.0,apartamentos,0.0,puerto buceo
2020.0,1.0,al frente,2.0,buen estado,0.0,0.0,0.0,44.0,44.0,247000.0,apartamentos,0.0,punta carretas
1974.0,2.0,al frente,2.0,buen estado,0.0,7500.0,6.0,70.0,70.0,180000.0,apartamentos,0.0,cordon
2012.0,2.0,al frente,3.0,excelente estado,2.0,14000.0,10.0,132.0,132.0,595000.0,apartamentos,0.0,malvin
2016.0,1.0,al frente,2.0,en construccion,1.0,1.0,4.0,73.0,73.0,145665.0,apartamentos,1.0,cordon
1980.0,1.0,al frente,1.0,buen estado,1.0,4600.0,0.0,45.0,45.0,101000.0,apartamentos,0.0,centro
2016.0,3.0,al frente,3.0,excelente estado,2.0,23100.0,66.0,176.0,176.0,950000.0,apartamentos,0.0,punta carretas
1964.0,3.0,al frente,3.0,excelente estado,1.0,15500.0,30.0,113.0,113.0,360000.0,apartamentos,0.0,pocitos
2018.0,1.0,al frente,0.0,a estrenar,0.0,0.0,28.0,66.0,66.0,99000.0,apartamentos,1.0,la blanqueada
1990.0,2.0,al frente,2.0,excelente estado,1.0,12000.0,0.0,55.0,55.0,270000.0,apartamentos,0.0,pocitos
2018.0,1.0,al frente,1.0,en construccion,0.0,1.0,0.0,69.0,69.0,126721.0,apartamentos,1.0,cordon
2014.0,1.0,al frente,2.0,a estrenar,0.0,2500.0,4.0,76.0,76.0,175000.0,apartamentos,1.0,cordon
1979.0,1.0,al frente,3.0,buen estado,0.0,4700.0,0.0,88.0,88.0,220000.0,apartamentos,0.0,barrio sur
2017.0,1.0,lateral,2.0,en construccion,0.0,1.0,6.0,75.0,75.0,165031.0,apartamentos,1.0,barrio sur
1996.0,3.0,al frente,3.0,excelente estado,1.0,25000.0,20.0,166.0,166.0,450000.0,apartamentos,0.0,punta carretas
2018.0,2.0,,2.0,a estrenar,0.0,3500.0,5.0,75.0,75.0,180000.0,apartamentos,0.0,buceo
2014.0,1.0,lateral,1.0,buen estado,0.0,1500.0,0.0,39.0,39.0,90000.0,apartamentos,0.0,la comercial
2020.0,1.0,al frente,1.0,en construccion,0.0,4000.0,2.0,43.0,43.0,108000.0,apartamentos,1.0,cordon
2018.0,1.0,,2.0,a estrenar,0.0,0.0,0.0,57.0,57.0,151900.0,apartamentos,1.0,centro
2013.0,3.0,,3.0,a estrenar,1.0,16500.0,0.0,85.0,85.0,490000.0,apartamentos,0.0,punta carretas
1962.0,3.0,al frente,3.0,buen estado,0.0,11000.0,25.0,125.0,125.0,220000.0,apartamentos,0.0,centro
2015.0,2.0,al frente,3.0,excelente estado,0.0,0.0,0.0,116.0,89.0,275000.0,apartamentos,0.0,parque batlle
1997.0,3.0,al frente,5.0,reciclada,3.0,0.0,0.0,650.0,444.0,590000.0,casas,0.0,atahualpa
2017.0,2.0,al frente,2.0,a estrenar,0.0,1.0,4.0,78.0,78.0,233500.0,apartamentos,0.0,pocitos
2017.0,1.0,al frente,0.0,excelente estado,0.0,1500.0,0.0,24.0,24.0,85000.0,apartamentos,0.0,barrio sur
2013.0,1.0,al frente,0.0,buen estado,0.0,1500.0,0.0,34.0,34.0,105000.0,apartamentos,0.0,pocitos
1968.0,3.0,al frente,3.0,requiere mantenimiento,1.0,30000.0,10.0,135.0,135.0,395000.0,apartamentos,0.0,villa biarritz
2016.0,1.0,al frente,3.0,en construccion,1.0,1.0,7.0,113.0,113.0,199500.0,apartamentos,1.0,cordon
1945.0,1.0,al frente,2.0,buen estado,0.0,3250.0,4.0,59.0,59.0,160000.0,apartamentos,0.0,cordon
2015.0,1.0,al frente,3.0,a estrenar,1.0,0.0,0.0,85.0,85.0,181900.0,apartamentos,1.0,aguada
2013.0,2.0,al frente,2.0,excelente estado,1.0,7400.0,0.0,61.0,61.0,228000.0,apartamentos,0.0,malvin
1942.0,1.0,al frente,2.0,buen estado,1.0,23600.0,0.0,164.0,164.0,290000.0,apartamentos,0.0,pocitos
1980.0,1.0,al frente,2.0,buen estado,0.0,1900.0,0.0,60.0,60.0,115000.0,apartamentos,0.0,cordon
2011.0,3.0,al frente,4.0,excelente estado,2.0,30000.0,12.0,176.0,176.0,970000.0,apartamentos,0.0,golf
2018.0,2.0,al frente,3.0,a estrenar,1.0,1.0,5.0,86.0,86.0,215000.0,apartamentos,1.0,sayago
1970.0,3.0,al frente,3.0,buen estado,1.0,19000.0,18.0,135.0,117.0,390000.0,apartamentos,0.0,pocitos nuevo
2017.0,1.0,interior,0.0,a estrenar,0.0,0.0,2.0,40.0,40.0,152000.0,apartamentos,0.0,pocitos
1982.0,1.0,al frente,2.0,excelente estado,0.0,2600.0,0.0,45.0,45.0,128000.0,apartamentos,0.0,centro
2019.0,1.0,al frente,1.0,a estrenar,0.0,1.0,21.0,67.0,67.0,119000.0,apartamentos,1.0,prado
1964.0,3.0,al frente,3.0,buen estado,1.0,16000.0,11.0,113.0,113.0,270000.0,apartamentos,0.0,pocitos
2011.0,2.0,al frente,2.0,excelente estado,1.0,12000.0,0.0,106.0,106.0,360000.0,apartamentos,0.0,carrasco este
2019.0,1.0,al frente,1.0,en construccion,0.0,1.0,3.0,50.0,50.0,140000.0,apartamentos,0.0,pocitos
2016.0,1.0,al frente,2.0,a estrenar,0.0,0.0,4.0,67.0,67.0,151000.0,apartamentos,0.0,tres cruces
2017.0,1.0,al frente,2.0,a estrenar,0.0,3000.0,5.0,74.0,74.0,147000.0,apartamentos,1.0,centro
2017.0,1.0,al frente,2.0,buen estado,2.0,3200.0,0.0,45.0,45.0,215000.0,apartamentos,0.0,cordon
1954.0,3.0,al frente,4.0,excelente estado,1.0,16000.0,29.0,248.0,248.0,395000.0,apartamentos,0.0,cordon
2016.0,2.0,al frente,2.0,a estrenar,0.0,14000.0,8.0,118.0,118.0,351000.0,apartamentos,0.0,parque miramar
2014.0,2.0,al frente,2.0,excelente estado,2.0,3500.0,1.0,59.0,59.0,210000.0,apartamentos,0.0,pocitos nuevo
2018.0,1.0,contrafrente,0.0,en construccion,0.0,0.0,0.0,42.0,27.0,120225.0,apartamentos,0.0,pocitos
2016.0,2.0,al frente,2.0,excelente estado,1.0,5000.0,4.0,64.0,64.0,245000.0,apartamentos,0.0,pocitos nuevo
2019.0,1.0,al frente,2.0,a estrenar,0.0,1.0,5.0,68.0,68.0,150000.0,apartamentos,1.0,prado
2017.0,2.0,contrafrente,2.0,a estrenar,0.0,6000.0,60.0,164.0,164.0,240000.0,apartamentos,0.0,pocitos
2000.0,3.0,al frente,2.0,excelente estado,0.0,11800.0,2.0,114.0,114.0,420000.0,apartamentos,0.0,punta carretas
1990.0,1.0,al frente,2.0,excelente estado,0.0,7500.0,0.0,60.0,60.0,170000.0,apartamentos,0.0,pocitos
2017.0,1.0,contrafrente,1.0,a estrenar,0.0,3900.0,4.0,50.0,50.0,145000.0,apartamentos,0.0,pocitos nuevo
2012.0,3.0,al frente,3.0,excelente estado,3.0,32000.0,0.0,170.0,170.0,580000.0,apartamentos,0.0,carrasco
1974.0,1.0,interior,1.0,buen estado,0.0,3300.0,0.0,56.0,56.0,143000.0,apartamentos,0.0,pocitos
1996.0,3.0,al frente,3.0,excelente estado,2.0,24500.0,0.0,126.0,126.0,415000.0,apartamentos,0.0,pocitos
2018.0,1.0,al frente,2.0,buen estado,0.0,0.0,0.0,78.0,78.0,189900.0,apartamentos,0.0,cordon
1989.0,1.0,al frente,2.0,excelente estado,0.0,2000.0,0.0,60.0,60.0,115000.0,apartamentos,0.0,brazo oriental
1944.0,3.0,al frente,3.0,buen estado,0.0,6757.0,20.0,114.0,114.0,189000.0,apartamentos,0.0,centro
2018.0,1.0,al frente,2.0,a estrenar,1.0,0.0,5.0,72.0,72.0,157000.0,apartamentos,1.0,aguada
1960.0,2.0,contrafrente,3.0,excelente estado,0.0,11000.0,6.0,115.0,115.0,240000.0,apartamentos,0.0,pocitos
1980.0,3.0,al frente,4.0,buen estado,1.0,11138.0,10.0,130.0,130.0,300000.0,apartamentos,0.0,parque batlle
1965.0,3.0,al frente,4.0,a reciclar,0.0,0.0,0.0,2.03,483.0,1100000.0,casas,0.0,carrasco
2010.0,3.0,al frente,5.0,excelente estado,0.0,0.0,0.0,879.0,300.0,800000.0,casas,0.0,carrasco
2013.0,3.0,al frente,3.0,excelente estado,1.0,0.0,11.0,195.0,195.0,530000.0,apartamentos,0.0,pocitos
2018.0,1.0,al frente,3.0,en construccion,0.0,1.0,3.0,77.0,77.0,194900.0,apartamentos,1.0,cordon
2017.0,1.0,contrafrente,1.0,en construccion,0.0,0.0,0.0,87.0,87.0,231700.0,apartamentos,1.0,centro
2019.0,2.0,al frente,3.0,a estrenar,1.0,0.0,267.0,130.0,130.0,485000.0,apartamentos,0.0,carrasco
2010.0,3.0,al frente,2.0,excelente estado,2.0,18000.0,16.0,189.0,189.0,520000.0,apartamentos,0.0,parque miramar
2016.0,1.0,contrafrente,2.0,a estrenar,0.0,0.0,0.0,117.0,63.0,164000.0,apartamentos,1.0,centro
2018.0,1.0,al frente,3.0,en construccion,0.0,1.0,3.0,69.0,69.0,184700.0,apartamentos,1.0,cordon
2016.0,1.0,al frente,3.0,a estrenar,0.0,0.0,0.0,130.0,86.0,240000.0,apartamentos,1.0,cordon
2017.0,2.0,al frente,2.0,a estrenar,0.0,1.0,5.0,102.0,102.0,307900.0,apartamentos,0.0,punta carretas
1984.0,1.0,,3.0,buen estado,0.0,3000.0,0.0,64.0,64.0,155000.0,apartamentos,0.0,la blanqueada
2014.0,1.0,al frente,1.0,excelente estado,1.0,5500.0,4.0,68.0,68.0,185000.0,apartamentos,0.0,
2010.0,3.0,al frente,3.0,excelente estado,2.0,24000.0,7.0,246.0,246.0,1430000.0,apartamentos,0.0,punta carretas
2019.0,1.0,al frente,2.0,a estrenar,0.0,1.0,5.0,69.0,69.0,139000.0,apartamentos,1.0,prado
2010.0,1.0,,1.0,buen estado,0.0,0.0,0.0,56.0,49.0,149000.0,apartamentos,0.0,parque rodo
2017.0,1.0,al frente,2.0,en construccion,0.0,11.0,30.0,75.0,75.0,151000.0,apartamentos,1.0,cordon
2019.0,1.0,lateral,2.0,en construccion,1.0,1.0,3.0,64.0,64.0,167900.0,apartamentos,1.0,tres cruces
1990.0,1.0,al frente,3.0,buen estado,0.0,4600.0,0.0,68.0,68.0,197000.0,apartamentos,0.0,pocitos
1960.0,1.0,al frente,3.0,buen estado,0.0,6500.0,0.0,90.0,90.0,160000.0,apartamentos,0.0,centro
2019.0,1.0,al frente,2.0,excelente estado,1.0,0.0,0.0,62.0,62.0,204580.0,apartamentos,0.0,barrio sur
1956.0,2.0,al frente,3.0,excelente estado,1.0,16000.0,25.0,155.0,155.0,547000.0,apartamentos,0.0,pocitos
2016.0,3.0,al frente,3.0,excelente estado,3.0,0.0,0.0,806.0,250.0,640000.0,casas,0.0,carrasco
2017.0,2.0,al frente,2.0,excelente estado,0.0,0.0,0.0,220.0,120.0,530000.0,casas,0.0,punta carretas
2014.0,1.0,al frente,1.0,a estrenar,0.0,6000.0,0.0,79.0,79.0,215000.0,apartamentos,0.0,pocitos
2018.0,1.0,,0.0,a estrenar,0.0,1800.0,1.0,36.0,36.0,110000.0,apartamentos,0.0,parque batlle
2017.0,1.0,al frente,2.0,a estrenar,0.0,1.0,8.0,80.0,80.0,218700.0,apartamentos,0.0,parque batlle
2017.0,1.0,contrafrente,1.0,a estrenar,0.0,0.0,11.0,50.0,50.0,280500.0,apartamentos,0.0,puerto buceo
1980.0,1.0,al frente,3.0,buen estado,0.0,3000.0,4.0,70.0,70.0,175000.0,apartamentos,0.0,parque batlle
2010.0,3.0,al frente,3.0,excelente estado,3.0,25000.0,0.0,135.0,135.0,450000.0,apartamentos,0.0,carrasco
2016.0,2.0,al frente,2.0,a estrenar,0.0,0.0,5.0,52.0,52.0,190000.0,apartamentos,0.0,parque batlle
1953.0,3.0,al frente,3.0,excelente estado,1.0,8800.0,3.0,137.0,137.0,250000.0,apartamentos,0.0,cordon
2016.0,2.0,al frente,2.0,excelente estado,0.0,0.0,0.0,96.0,96.0,240000.0,apartamentos,0.0,pocitos
2017.0,1.0,al frente,2.0,a estrenar,1.0,11.0,30.0,56.0,56.0,145260.0,apartamentos,1.0,la blanqueada
1988.0,2.0,al frente,3.0,buen estado,1.0,7000.0,0.0,83.0,83.0,270000.0,apartamentos,0.0,pocitos
1996.0,3.0,al frente,3.0,buen estado,2.0,30500.0,19.0,264.0,264.0,780000.0,apartamentos,0.0,punta carretas
1988.0,3.0,al frente,4.0,excelente estado,2.0,15000.0,20.0,178.0,178.0,550000.0,apartamentos,0.0,pocitos
1985.0,1.0,al frente,3.0,buen estado,0.0,1300.0,0.0,65.0,65.0,95000.0,apartamentos,0.0,villa espanola
1995.0,3.0,al frente,3.0,excelente estado,3.0,0.0,0.0,784.0,248.0,650000.0,casas,0.0,parque miramar
1998.0,2.0,al frente,2.0,buen estado,1.0,9500.0,2.0,73.0,73.0,240000.0,apartamentos,0.0,tres cruces
2019.0,1.0,,2.0,buen estado,0.0,0.0,0.0,61.0,61.0,179714.0,apartamentos,0.0,barrio sur
2017.0,3.0,al frente,3.0,a estrenar,0.0,0.0,21.0,177.0,137.0,432000.0,casas,0.0,parque miramar
2018.0,1.0,al frente,1.0,en construccion,0.0,1.0,6.0,50.0,50.0,134521.0,apartamentos,1.0,barrio sur
2017.0,1.0,al frente,2.0,a estrenar,1.0,2000.0,25.0,51.0,51.0,140000.0,apartamentos,1.0,tres cruces
2016.0,1.0,lateral,3.0,excelente estado,1.0,4900.0,0.0,65.0,65.0,198000.0,apartamentos,0.0,la blanqueada
2020.0,1.0,al frente,1.0,en construccion,1.0,1.0,4.0,42.0,42.0,116000.0,apartamentos,1.0,cordon
2016.0,2.0,al frente,2.0,a estrenar,0.0,1.0,52.0,123.0,123.0,262500.0,apartamentos,0.0,pocitos
2018.0,1.0,al frente,1.0,a estrenar,0.0,0.0,0.0,35.0,35.0,95000.0,apartamentos,0.0,bella vista
1983.0,1.0,al frente,3.0,a reciclar,0.0,2670.0,0.0,64.0,64.0,135000.0,apartamentos,0.0,puerto buceo
2018.0,1.0,contrafrente,1.0,a estrenar,1.0,4700.0,10.0,46.0,46.0,170000.0,apartamentos,0.0,pocitos
2017.0,3.0,al frente,3.0,a estrenar,3.0,0.0,0.0,270.0,270.0,990000.0,apartamentos,0.0,puerto buceo
2008.0,3.0,al frente,3.0,excelente estado,2.0,18000.0,8.0,141.0,141.0,515000.0,apartamentos,0.0,pocitos
1942.0,2.0,interior,2.0,excelente estado,0.0,4100.0,3.0,63.0,63.0,180000.0,apartamentos,0.0,centro
1979.0,1.0,al frente,3.0,excelente estado,1.0,8000.0,0.0,80.0,80.0,279000.0,apartamentos,0.0,pocitos
2018.0,2.0,al frente,2.0,en construccion,0.0,4000.0,5.0,54.0,54.0,144669.0,apartamentos,0.0,cordon
2016.0,3.0,al frente,3.0,excelente estado,1.0,12000.0,28.0,120.0,120.0,310000.0,apartamentos,0.0,carrasco este
2010.0,2.0,al frente,4.0,excelente estado,3.0,0.0,0.0,500.0,444.0,750000.0,casas,0.0,punta gorda
1987.0,2.0,al frente,3.0,buen estado,1.0,16000.0,6.0,90.0,90.0,290000.0,apartamentos,0.0,pocitos
1977.0,1.0,al frente,3.0,reciclada,0.0,4700.0,4.0,84.0,84.0,230000.0,apartamentos,0.0,centro
2015.0,2.0,lateral,2.0,excelente estado,2.0,15000.0,89.0,115.0,115.0,550000.0,apartamentos,0.0,carrasco
2012.0,2.0,al frente,1.0,excelente estado,1.0,8300.0,7.0,78.0,78.0,225000.0,apartamentos,0.0,punta carretas
2018.0,1.0,al frente,1.0,a estrenar,0.0,4000.0,0.0,45.0,45.0,167000.0,apartamentos,0.0,parque batlle
1922.0,1.0,al frente,3.0,buen estado,0.0,0.0,4.0,120.0,120.0,132000.0,casas,0.0,villa munoz
1967.0,3.0,al frente,3.0,excelente estado,1.0,17000.0,8.0,120.0,120.0,390000.0,apartamentos,0.0,punta carretas
1987.0,3.0,al frente,3.0,excelente estado,1.0,15000.0,5.0,164.0,164.0,380000.0,apartamentos,0.0,pocitos
2008.0,2.0,al frente,2.0,excelente estado,1.0,9500.0,9.0,80.0,80.0,290000.0,apartamentos,0.0,pocitos
1988.0,3.0,al frente,3.0,buen estado,2.0,0.0,0.0,439.0,210.0,420000.0,casas,0.0,punta gorda
2016.0,2.0,contrafrente,2.0,a estrenar,0.0,0.0,0.0,59.0,59.0,129500.0,apartamentos,0.0,goes
2019.0,1.0,contrafrente,1.0,a estrenar,1.0,3500.0,4.0,53.0,53.0,162300.0,apartamentos,0.0,pocitos
2019.0,1.0,al frente,2.0,en construccion,0.0,1.0,5.0,60.0,60.0,144700.0,apartamentos,1.0,cordon
2018.0,1.0,lateral,2.0,a estrenar,0.0,0.0,0.0,67.0,67.0,160000.0,apartamentos,0.0,la blanqueada
2018.0,1.0,,0.0,a estrenar,0.0,0.0,0.0,42.0,42.0,117100.0,apartamentos,0.0,punta carretas
2015.0,3.0,al frente,3.0,excelente estado,2.0,0.0,0.0,320.0,320.0,1500000.0,apartamentos,0.0,buceo
2020.0,1.0,al frente,0.0,en construccion,0.0,11.0,0.0,37.0,37.0,85500.0,apartamentos,1.0,parque rodo
2018.0,1.0,lateral,2.0,en construccion,0.0,1.0,0.0,72.0,72.0,151683.0,apartamentos,1.0,centro
2018.0,1.0,al frente,2.0,a estrenar,0.0,3500.0,3.0,53.0,53.0,136000.0,apartamentos,0.0,cordon
1946.0,1.0,al frente,1.0,buen estado,0.0,3088.0,0.0,42.0,42.0,98000.0,apartamentos,0.0,aguada
2015.0,1.0,al frente,0.0,a estrenar,0.0,1.0,0.0,66.0,66.0,148000.0,apartamentos,0.0,pocitos
