banos,dormitorios,garajes,gastos_comunes,m2_del_terreno,m2_edificados,price,vivienda_social,disposición_frente,estado_rec_exc,zona_cat_1,zona_cat_2,zona_cat_3
1.0,2.0,0.0,1.0,69.0,69.0,139000.0,1.0,1,0,0,1,0
1.0,1.0,0.0,0.0,56.0,49.0,149000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,11.0,75.0,75.0,151000.0,1.0,1,0,0,1,0
1.0,2.0,1.0,1.0,64.0,64.0,167900.0,1.0,0,0,0,1,0
1.0,3.0,0.0,4600.0,68.0,68.0,197000.0,0.0,1,0,0,0,1
1.0,3.0,0.0,6500.0,90.0,90.0,160000.0,0.0,1,0,0,1,0
1.0,2.0,1.0,0.0,62.0,62.0,204580.0,0.0,1,1,0,1,0
2.0,3.0,1.0,16000.0,155.0,155.0,547000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,0.0,220.0,120.0,530000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,6000.0,79.0,79.0,215000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,1800.0,36.0,36.0,110000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,1.0,80.0,80.0,218700.0,0.0,1,0,0,1,0
1.0,1.0,0.0,0.0,50.0,50.0,280500.0,0.0,0,0,0,0,1
1.0,3.0,0.0,3000.0,70.0,70.0,175000.0,0.0,1,0,0,1,0
3.0,3.0,3.0,25000.0,135.0,135.0,450000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,0.0,52.0,52.0,190000.0,0.0,1,0,0,1,0
3.0,3.0,1.0,8800.0,137.0,137.0,250000.0,0.0,1,1,0,1,0
2.0,2.0,0.0,0.0,96.0,96.0,240000.0,0.0,1,1,0,0,1
1.0,2.0,1.0,11.0,56.0,56.0,145260.0,1.0,1,0,0,1,0
2.0,3.0,1.0,7000.0,83.0,83.0,270000.0,0.0,1,0,0,0,1
3.0,4.0,2.0,15000.0,178.0,178.0,550000.0,0.0,1,1,0,0,1
1.0,3.0,0.0,1300.0,65.0,65.0,95000.0,0.0,1,0,1,0,0
2.0,2.0,1.0,9500.0,73.0,73.0,240000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,0.0,61.0,61.0,179714.0,0.0,0,0,0,1,0
3.0,3.0,0.0,0.0,177.0,137.0,432000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1.0,50.0,50.0,134521.0,1.0,1,0,0,1,0
1.0,2.0,1.0,2000.0,51.0,51.0,140000.0,1.0,1,0,0,1,0
1.0,3.0,1.0,4900.0,65.0,65.0,198000.0,0.0,0,1,0,1,0
1.0,1.0,1.0,1.0,42.0,42.0,116000.0,1.0,1,0,0,1,0
2.0,2.0,0.0,1.0,123.0,123.0,262500.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,35.0,35.0,95000.0,0.0,1,0,0,1,0
1.0,3.0,0.0,2670.0,64.0,64.0,135000.0,0.0,1,0,0,0,1
1.0,1.0,1.0,4700.0,46.0,46.0,170000.0,0.0,0,0,0,0,1
3.0,3.0,2.0,18000.0,141.0,141.0,515000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,4100.0,63.0,63.0,180000.0,0.0,0,1,0,1,0
1.0,3.0,1.0,8000.0,80.0,80.0,279000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,4000.0,54.0,54.0,144669.0,0.0,1,0,0,1,0
3.0,3.0,1.0,12000.0,120.0,120.0,310000.0,0.0,1,1,0,0,1
2.0,3.0,1.0,16000.0,90.0,90.0,290000.0,0.0,1,0,0,0,1
1.0,3.0,0.0,4700.0,84.0,84.0,230000.0,0.0,1,1,0,1,0
2.0,2.0,2.0,15000.0,115.0,115.0,550000.0,0.0,0,1,0,0,1
2.0,1.0,1.0,8300.0,78.0,78.0,225000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,4000.0,45.0,45.0,167000.0,0.0,1,0,0,1,0
1.0,3.0,0.0,0.0,120.0,120.0,132000.0,0.0,1,0,0,1,0
3.0,3.0,1.0,17000.0,120.0,120.0,390000.0,0.0,1,1,0,0,1
3.0,3.0,1.0,15000.0,164.0,164.0,380000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,9500.0,80.0,80.0,290000.0,0.0,1,1,0,0,1
3.0,3.0,2.0,0.0,439.0,210.0,420000.0,0.0,1,0,0,0,1
2.0,2.0,0.0,0.0,59.0,59.0,129500.0,0.0,0,0,0,1,0
1.0,1.0,1.0,3500.0,53.0,53.0,162300.0,0.0,0,0,0,0,1
1.0,2.0,0.0,1.0,60.0,60.0,144700.0,1.0,1,0,0,1,0
1.0,2.0,0.0,0.0,67.0,67.0,160000.0,0.0,0,0,0,1,0
1.0,0.0,0.0,0.0,42.0,42.0,117100.0,0.0,0,0,0,0,1
1.0,0.0,0.0,11.0,37.0,37.0,85500.0,1.0,1,0,0,1,0
1.0,2.0,0.0,1.0,72.0,72.0,151683.0,1.0,0,0,0,1,0
1.0,2.0,0.0,3500.0,53.0,53.0,136000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,3088.0,42.0,42.0,98000.0,0.0,1,0,0,1,0
1.0,0.0,0.0,1.0,66.0,66.0,148000.0,0.0,1,0,0,0,1
1.0,2.0,2.0,10000.0,42.0,42.0,232000.0,0.0,1,0,0,0,1
1.0,3.0,0.0,4200.0,73.0,73.0,148000.0,0.0,1,0,0,1,0
2.0,2.0,2.0,26000.0,16.0,125.0,580000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,0.0,68.0,68.0,152500.0,1.0,1,0,0,1,0
1.0,3.0,0.0,2500.0,56.0,56.0,125000.0,0.0,0,0,0,0,1
2.0,2.0,0.0,4400.0,68.0,68.0,225000.0,0.0,0,0,0,1,0
2.0,3.0,2.0,30000.0,180.0,180.0,490000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,14500.0,80.0,80.0,305000.0,0.0,1,0,0,0,1
2.0,3.0,1.0,11000.0,100.0,100.0,259000.0,0.0,1,1,0,0,1
3.0,3.0,2.0,0.0,170.0,170.0,630000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,0.0,68.0,68.0,179900.0,1.0,1,0,0,1,0
2.0,2.0,0.0,5800.0,63.0,63.0,252500.0,0.0,1,0,0,0,1
2.0,2.0,1.0,6500.0,89.0,89.0,345000.0,0.0,1,0,0,0,1
3.0,4.0,1.0,14000.0,108.0,108.0,320000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,3490.0,98.0,98.0,221000.0,0.0,1,0,0,1,0
1.0,2.0,1.0,4500.0,66.0,66.0,179000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1.0,52.0,52.0,126877.0,0.0,1,0,0,0,1
1.0,0.0,0.0,1310.0,34.0,34.0,107000.0,0.0,1,0,0,1,0
1.0,1.0,1.0,9000.0,55.0,55.0,210000.0,0.0,1,1,0,0,1
1.0,0.0,0.0,1800.0,23.0,23.0,105000.0,0.0,0,1,0,0,1
2.0,3.0,0.0,2500.0,90.0,90.0,150000.0,0.0,1,1,0,1,0
1.0,1.0,0.0,3000.0,55.0,55.0,156000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,47.0,47.0,182900.0,0.0,1,0,0,0,1
1.0,1.0,0.0,5900.0,45.0,45.0,165000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,0.0,30.0,30.0,89400.0,0.0,0,0,0,0,1
2.0,3.0,0.0,6500.0,94.0,94.0,160000.0,0.0,1,0,0,1,0
1.0,0.0,0.0,1800.0,28.0,28.0,100700.0,0.0,0,0,0,0,1
3.0,3.0,2.0,0.0,620.0,294.0,640000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,0.0,54.0,54.0,223529.0,0.0,0,0,0,0,1
1.0,2.0,1.0,0.0,74.0,80.0,196600.0,1.0,1,0,0,1,0
1.0,2.0,0.0,2600.0,56.0,56.0,140000.0,0.0,1,1,0,1,0
1.0,1.0,0.0,8000.0,37.0,37.0,235000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,0.0,100.0,100.0,448000.0,0.0,0,0,0,0,1
3.0,3.0,0.0,0.0,540.0,270.0,540000.0,0.0,1,0,0,0,1
2.0,4.0,0.0,8500.0,90.0,90.0,230000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,1.0,65.0,65.0,165926.0,1.0,1,0,0,1,0
1.0,2.0,0.0,3500.0,69.0,69.0,145000.0,1.0,1,0,0,1,0
1.0,1.0,1.0,6500.0,66.0,66.0,214000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,9800.0,89.0,89.0,298000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,2500.0,38.0,38.0,144500.0,0.0,1,0,0,0,1
1.0,1.0,0.0,2200.0,44.0,44.0,120000.0,0.0,1,0,0,1,0
2.0,2.0,0.0,0.0,70.0,70.0,240000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1.0,63.0,63.0,156000.0,0.0,1,0,0,0,1
2.0,2.0,1.0,5050.0,62.0,62.0,245000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,0.0,69.0,69.0,363053.0,0.0,0,0,0,1,0
1.0,0.0,0.0,3000.0,30.0,30.0,116500.0,0.0,0,0,0,0,1
3.0,3.0,1.0,13000.0,189.0,189.0,620000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,56.0,56.0,138000.0,1.0,0,0,0,1,0
2.0,2.0,1.0,3700.0,68.0,68.0,295000.0,0.0,0,0,0,0,1
2.0,3.0,0.0,3400.0,88.0,88.0,220000.0,0.0,1,0,0,1,0
3.0,3.0,2.0,12000.0,164.0,164.0,500000.0,0.0,1,1,0,0,1
1.0,1.0,1.0,0.0,50.0,50.0,136600.0,1.0,1,0,0,1,0
1.0,2.0,0.0,0.0,69.0,69.0,133000.0,1.0,1,0,0,1,0
1.0,2.0,0.0,0.0,62.0,62.0,154900.0,0.0,1,0,0,1,0
3.0,3.0,2.0,6000.0,238.0,238.0,470000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,2200.0,45.0,45.0,129000.0,0.0,0,1,0,1,0
1.0,1.0,1.0,2500.0,41.0,41.0,125000.0,1.0,1,0,1,0,0
1.0,1.0,0.0,5500.0,37.0,37.0,150000.0,0.0,0,1,0,0,1
1.0,2.0,0.0,1.0,74.0,74.0,143000.0,1.0,0,0,0,1,0
3.0,3.0,1.0,0.0,300.0,180.0,420000.0,0.0,1,1,0,0,1
3.0,4.0,3.0,21000.0,189.0,189.0,430000.0,0.0,0,1,0,0,1
1.0,1.0,1.0,3500.0,35.0,35.0,185000.0,0.0,1,1,0,0,1
2.0,3.0,1.0,13000.0,112.0,112.0,330000.0,0.0,1,1,0,0,1
3.0,3.0,2.0,17000.0,185.0,185.0,736000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,3000.0,56.0,56.0,214000.0,1.0,1,0,0,1,0
1.0,1.0,0.0,1.0,46.0,46.0,110000.0,1.0,0,0,0,1,0
2.0,2.0,0.0,5500.0,55.0,55.0,198000.0,0.0,1,1,0,0,1
1.0,0.0,0.0,4400.0,33.0,33.0,105000.0,0.0,1,0,0,0,1
2.0,5.0,0.0,0.0,192.0,167.0,230000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,0.0,68.0,68.0,196000.0,0.0,1,1,0,0,1
2.0,1.0,0.0,6000.0,60.0,60.0,171000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,3500.0,70.0,70.0,205000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,0.0,80.0,80.0,305300.0,0.0,1,0,0,0,1
1.0,1.0,1.0,4500.0,42.0,39.0,140000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,800.0,100.0,100.0,138000.0,0.0,1,1,0,1,0
1.0,2.0,1.0,1.0,81.0,81.0,239025.0,0.0,1,0,0,1,0
1.0,1.0,0.0,5100.0,39.0,39.0,145000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,0.0,44.0,44.0,155000.0,0.0,0,0,0,0,1
1.0,2.0,3.0,0.0,132.0,208.0,340000.0,0.0,1,1,0,0,1
2.0,3.0,1.0,11800.0,125.0,125.0,295000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,3000.0,49.0,49.0,135000.0,0.0,1,0,0,1,0
3.0,4.0,2.0,0.0,510.0,360.0,720000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,0.0,100.0,100.0,129000.0,0.0,1,0,1,0,0
3.0,3.0,1.0,11000.0,101.0,99.0,300000.0,0.0,1,0,0,0,1
2.0,2.0,0.0,12600.0,145.0,97.0,649000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,47.0,43.0,189000.0,0.0,1,0,0,0,1
2.0,2.0,0.0,3800.0,80.0,80.0,262500.0,0.0,1,1,0,0,1
3.0,3.0,1.0,24000.0,160.0,160.0,450000.0,0.0,0,1,0,0,1
1.0,1.0,0.0,1500.0,45.0,45.0,82000.0,0.0,0,1,0,1,0
2.0,3.0,0.0,3500.0,81.0,81.0,210000.0,0.0,0,0,0,1,0
1.0,0.0,0.0,1.0,38.0,38.0,121000.0,0.0,0,1,0,0,1
1.0,2.0,0.0,0.0,58.0,58.0,183000.0,0.0,1,0,0,0,1
3.0,3.0,2.0,0.0,165.0,119.0,290000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,0.0,38.0,38.0,135000.0,0.0,0,0,0,1,0
2.0,2.0,0.0,6090.0,52.0,47.0,159800.0,0.0,1,1,0,0,1
2.0,3.0,2.0,17000.0,106.0,106.0,465000.0,0.0,1,1,0,0,1
2.0,3.0,0.0,0.0,110.0,110.0,120000.0,0.0,0,0,0,1,0
2.0,3.0,0.0,0.0,150.0,110.0,340000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,300.0,27.0,27.0,43000.0,0.0,0,0,0,1,0
1.0,1.0,0.0,5000.0,40.0,40.0,93000.0,0.0,0,1,0,1,0
2.0,3.0,1.0,14000.0,140.0,140.0,580000.0,0.0,1,1,0,0,1
1.0,2.0,1.0,0.0,94.0,81.0,195000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,3800.0,44.0,44.0,115000.0,0.0,1,1,0,1,0
3.0,3.0,2.0,20000.0,80.0,200.0,700000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,0.0,130.0,100.0,90000.0,0.0,0,1,0,1,0
1.0,0.0,0.0,2600.0,32.0,32.0,119500.0,0.0,0,1,0,0,1
1.0,1.0,2.0,3500.0,40.0,40.0,145000.0,0.0,1,1,0,0,1
1.0,0.0,0.0,1.0,38.0,38.0,82000.0,0.0,0,0,0,1,0
2.0,3.0,2.0,0.0,350.0,150.0,295000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,7500.0,52.0,52.0,175000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,2647.0,58.0,58.0,99000.0,0.0,1,0,0,1,0
3.0,3.0,2.0,20000.0,170.0,170.0,690000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,0.0,120.0,100.0,225000.0,0.0,1,1,0,1,0
2.0,2.0,1.0,0.0,94.0,94.0,249600.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,413.0,47.0,75000.0,0.0,0,0,0,1,0
3.0,4.0,2.0,18000.0,175.0,175.0,520000.0,0.0,1,1,0,0,1
2.0,3.0,0.0,0.0,306.0,61.0,140000.0,0.0,1,0,0,1,0
3.0,3.0,0.0,0.0,175.0,175.0,298000.0,0.0,1,1,0,1,0
2.0,2.0,0.0,6000.0,66.0,61.0,215000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,0.0,200.0,80.0,62000.0,0.0,0,0,1,0,0
2.0,2.0,0.0,0.0,56.0,105.0,119000.0,0.0,1,1,0,1,0
2.0,2.0,1.0,0.0,122.0,115.0,320000.0,0.0,1,1,0,0,1
2.0,3.0,0.0,0.0,750.0,131.0,298000.0,0.0,1,1,0,0,1
2.0,3.0,1.0,13600.0,144.0,144.0,290000.0,0.0,1,1,0,1,0
2.0,2.0,1.0,15000.0,128.0,128.0,350000.0,0.0,0,0,0,0,1
3.0,3.0,2.0,18000.0,128.0,128.0,560000.0,0.0,1,0,0,0,1
2.0,3.0,1.0,6500.0,77.0,77.0,270000.0,0.0,1,1,0,0,1
3.0,5.0,1.0,20000.0,297.0,297.0,595000.0,0.0,1,1,0,0,1
2.0,1.0,2.0,0.0,480.0,280.0,540000.0,0.0,1,0,0,0,1
2.0,2.0,2.0,7302.0,77.0,77.0,400000.0,0.0,0,1,0,0,1
2.0,2.0,2.0,5500.0,70.0,70.0,240000.0,0.0,0,1,0,0,1
2.0,2.0,0.0,5800.0,63.0,63.0,236500.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,56.0,50.0,167000.0,0.0,0,0,0,0,1
1.0,1.0,0.0,3700.0,53.0,53.0,129999.0,0.0,0,1,0,0,1
3.0,5.0,1.0,0.0,600.0,250.0,535000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,0.0,90.0,80.0,129000.0,0.0,1,0,0,1,0
2.0,3.0,1.0,9500.0,96.0,96.0,200000.0,0.0,1,0,0,0,1
3.0,3.0,0.0,9200.0,200.0,200.0,390000.0,0.0,1,1,0,0,1
2.0,3.0,1.0,10000.0,96.0,96.0,200000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,0.0,64.0,58.0,85000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,800.0,38.0,38.0,50000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,0.0,67.0,67.0,105000.0,0.0,1,0,0,1,0
3.0,4.0,0.0,13000.0,105.0,105.0,269000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,65.0,50.0,129000.0,0.0,1,1,0,1,0
1.0,1.0,1.0,2600.0,47.0,47.0,120000.0,1.0,0,1,0,1,0
1.0,2.0,0.0,1500.0,56.0,56.0,110000.0,0.0,0,1,0,0,1
2.0,5.0,2.0,0.0,400.0,254.0,200000.0,1.0,1,0,1,0,0
1.0,2.0,0.0,500.0,39.0,39.0,62000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,1000.0,53.0,53.0,70000.0,0.0,1,0,0,1,0
1.0,3.0,0.0,4600.0,91.0,91.0,198000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1800.0,50.0,50.0,100000.0,0.0,0,0,0,0,1
1.0,3.0,1.0,9000.0,143.0,143.0,100000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,3900.0,39.0,39.0,90000.0,0.0,1,0,0,1,0
2.0,2.0,0.0,3000.0,57.0,57.0,109000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,2500.0,45.0,45.0,88000.0,0.0,0,0,0,1,0
1.0,3.0,0.0,0.0,75.0,75.0,145000.0,0.0,0,0,0,0,1
2.0,3.0,1.0,3000.0,90.0,90.0,199000.0,0.0,1,1,0,0,1
1.0,3.0,0.0,0.0,65.0,75.0,85000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,0.0,110.0,90.0,110000.0,0.0,1,0,0,1,0
2.0,2.0,1.0,3500.0,60.0,60.0,120000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,3500.0,82.0,82.0,205000.0,0.0,1,0,0,0,1
2.0,2.0,1.0,9500.0,79.0,79.0,240000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,3000.0,65.0,65.0,80000.0,0.0,0,1,0,0,1
2.0,2.0,1.0,7500.0,61.0,61.0,180000.0,0.0,1,1,0,0,1
2.0,3.0,1.0,0.0,150.0,133.0,138000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,0.0,100.0,93.0,125000.0,0.0,1,0,0,1,0
1.0,0.0,0.0,1450.0,30.0,30.0,99000.0,0.0,0,1,0,0,1
1.0,4.0,3.0,0.0,505.0,185.0,410000.0,0.0,1,0,0,0,1
3.0,3.0,1.0,0.0,181.0,160.0,565000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,1530.0,44.0,44.0,69000.0,0.0,0,0,0,1,0
1.0,1.0,0.0,2500.0,35.0,35.0,103000.0,0.0,1,0,0,1,0
1.0,2.0,1.0,10000.0,85.0,85.0,280000.0,0.0,0,1,0,0,1
2.0,3.0,2.0,0.0,35.0,70.0,125000.0,0.0,1,0,0,1,0
3.0,3.0,1.0,0.0,50.0,93.0,239000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,4500.0,52.0,52.0,155000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,2800.0,68.0,68.0,120000.0,0.0,1,0,0,1,0
3.0,3.0,1.0,21800.0,155.0,155.0,459000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,0.0,215.0,100.0,225000.0,0.0,1,0,0,0,1
1.0,3.0,1.0,0.0,95.0,85.0,136000.0,0.0,0,0,0,0,1
2.0,3.0,1.0,0.0,55.0,76.0,175000.0,0.0,0,0,0,0,1
2.0,2.0,1.0,7500.0,72.0,72.0,350000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1000.0,45.0,45.0,84000.0,0.0,0,0,0,1,0
1.0,3.0,0.0,0.0,70.0,70.0,105000.0,0.0,0,1,0,1,0
2.0,3.0,1.0,5738.0,72.0,72.0,275000.0,1.0,1,1,0,1,0
1.0,1.0,0.0,3700.0,32.0,32.0,110000.0,0.0,0,0,0,0,1
1.0,1.0,1.0,0.0,43.0,43.0,130000.0,1.0,1,0,0,1,0
3.0,4.0,1.0,20000.0,129.0,129.0,330000.0,0.0,1,1,0,0,1
2.0,4.0,0.0,0.0,100.0,100.0,240000.0,0.0,0,0,0,1,0
1.0,1.0,0.0,3000.0,40.0,40.0,150000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,2700.0,56.0,56.0,142300.0,1.0,1,1,0,1,0
1.0,1.0,1.0,0.0,47.0,47.0,148000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,40.0,40.0,90000.0,0.0,0,0,0,0,1
2.0,2.0,1.0,3000.0,72.0,70.0,190000.0,0.0,1,1,0,1,0
1.0,1.0,1.0,1750.0,51.0,51.0,145000.0,0.0,0,0,0,0,1
1.0,0.0,0.0,0.0,44.0,44.0,110000.0,0.0,0,0,0,1,0
2.0,3.0,1.0,0.0,160.0,104.0,230000.0,0.0,1,0,0,1,0
1.0,1.0,1.0,0.0,51.0,51.0,227000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,2000.0,70.0,70.0,167000.0,0.0,0,1,0,0,1
1.0,1.0,0.0,2500.0,50.0,50.0,119000.0,1.0,0,0,0,1,0
1.0,2.0,0.0,0.0,85.0,65.0,130000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,1850.0,52.0,52.0,110000.0,0.0,0,0,0,1,0
1.0,3.0,0.0,4800.0,62.0,62.0,175000.0,0.0,1,1,0,0,1
1.0,2.0,1.0,1000.0,89.0,89.0,145000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,2427.0,64.0,64.0,172700.0,0.0,0,0,0,0,1
1.0,1.0,0.0,3500.0,42.0,42.0,89000.0,0.0,1,0,0,1,0
1.0,3.0,0.0,0.0,53.0,53.0,89000.0,0.0,0,1,0,1,0
2.0,2.0,0.0,2200.0,56.0,56.0,140000.0,0.0,0,1,0,1,0
1.0,2.0,0.0,0.0,51.0,51.0,98000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,0.0,610.0,96.0,129000.0,0.0,0,0,0,1,0
2.0,3.0,0.0,4000.0,71.0,71.0,124000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,1603.0,44.0,44.0,134300.0,0.0,0,0,0,0,1
1.0,1.0,0.0,4500.0,56.0,56.0,161000.0,0.0,0,0,0,0,1
1.0,3.0,0.0,3500.0,60.0,60.0,139000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,1000.0,89.0,89.0,145000.0,0.0,1,1,0,1,0
1.0,2.0,2.0,0.0,100.0,100.0,68000.0,0.0,0,0,1,0,0
1.0,0.0,1.0,2500.0,31.0,31.0,115000.0,0.0,1,0,0,0,1
3.0,5.0,1.0,0.0,220.0,220.0,369000.0,0.0,0,0,0,0,1
2.0,3.0,1.0,0.0,83.0,83.0,199000.0,0.0,1,0,0,0,1
2.0,5.0,0.0,0.0,124.0,123.0,128000.0,0.0,1,0,0,1,0
2.0,3.0,0.0,7000.0,77.0,77.0,186000.0,0.0,1,0,0,1,0
2.0,5.0,0.0,0.0,122.0,134.0,110000.0,0.0,1,1,0,1,0
1.0,0.0,0.0,0.0,46.0,46.0,95600.0,0.0,0,0,0,1,0
1.0,2.0,0.0,500.0,45.0,45.0,97000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,2500.0,63.0,63.0,159000.0,0.0,1,1,0,1,0
2.0,3.0,0.0,9800.0,100.0,100.0,155000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,3554.0,50.0,50.0,129000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,0.0,39.0,39.0,98000.0,0.0,0,1,0,1,0
1.0,2.0,0.0,0.0,73.0,73.0,99000.0,0.0,1,0,0,1,0
2.0,5.0,2.0,0.0,149.0,142.0,280000.0,0.0,1,0,0,1,0
1.0,0.0,0.0,3500.0,70.0,70.0,103000.0,0.0,1,0,0,1,0
3.0,3.0,2.0,15000.0,120.0,120.0,398000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,2000.0,34.0,34.0,70000.0,0.0,0,1,0,1,0
2.0,4.0,1.0,0.0,380.0,210.0,395000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,2300.0,38.0,38.0,109500.0,0.0,1,1,0,1,0
3.0,3.0,1.0,500.0,170.0,170.0,425000.0,0.0,0,1,0,0,1
1.0,1.0,0.0,0.0,44.0,44.0,85000.0,0.0,1,1,0,1,0
2.0,5.0,2.0,0.0,149.0,142.0,280000.0,0.0,1,0,0,1,0
1.0,3.0,0.0,3300.0,88.0,88.0,190000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,0.0,150.0,100.0,130000.0,0.0,1,0,0,1,0
2.0,5.0,2.0,0.0,149.0,142.0,280000.0,0.0,1,0,0,0,1
2.0,5.0,2.0,0.0,149.0,142.0,280000.0,0.0,1,0,0,1,0
1.0,3.0,0.0,0.0,60.0,60.0,65000.0,0.0,0,0,0,0,1
1.0,2.0,0.0,2500.0,62.0,62.0,120000.0,0.0,0,1,0,1,0
1.0,1.0,0.0,0.0,32.0,32.0,75000.0,0.0,0,0,0,1,0
1.0,2.0,1.0,0.0,48.0,48.0,141500.0,1.0,1,0,0,1,0
2.0,3.0,2.0,0.0,231.0,172.0,270000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,0.0,68.0,68.0,140000.0,0.0,1,1,0,1,0
2.0,5.0,2.0,0.0,149.0,142.0,280000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,500.0,45.0,45.0,97000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,3800.0,50.0,48.0,135000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,0.0,70.0,120.0,169000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,500.0,45.0,45.0,97000.0,0.0,0,0,0,1,0
2.0,3.0,0.0,0.0,320.0,160.0,169000.0,0.0,1,0,1,0,0
1.0,1.0,0.0,0.0,38.0,38.0,160000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,52.0,52.0,76000.0,0.0,0,1,0,1,0
1.0,3.0,0.0,0.0,155.0,101.0,205000.0,0.0,1,1,0,1,0
3.0,3.0,1.0,13800.0,130.0,130.0,259000.0,0.0,1,1,0,1,0
1.0,1.0,0.0,0.0,39.0,39.0,98000.0,0.0,0,1,0,1,0
1.0,3.0,1.0,4800.0,65.0,65.0,176000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,0.0,73.0,73.0,99000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,0.0,610.0,96.0,129000.0,0.0,0,0,0,1,0
