banos,dormitorios,garajes,gastos_comunes,m2_del_terreno,m2_edificados,price,vivienda_social,disposición_frente,estado_rec_exc,zona_cat_1,zona_cat_2,zona_cat_3
1.0,2.0,2.0,7500.0,69.0,69.0,257000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,4800.0,67.0,67.0,220000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,34.0,34.0,98000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,0.0,44.0,44.0,69000.0,0.0,0,0,1,0,0
1.0,2.0,0.0,3000.0,60.0,60.0,180000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,500.0,50.0,50.0,126000.0,0.0,1,1,0,1,0
2.0,4.0,0.0,3500.0,79.0,79.0,245000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,0.0,47.0,47.0,73000.0,0.0,0,0,1,0,0
1.0,2.0,0.0,0.0,48.0,48.0,76000.0,0.0,0,0,1,0,0
3.0,4.0,2.0,15000.0,170.0,170.0,720000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,2300.0,55.0,55.0,100000.0,0.0,1,0,0,1,0
3.0,4.0,1.0,19000.0,289.0,289.0,380000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,0.0,58.0,58.0,150400.0,0.0,0,0,0,1,0
3.0,4.0,1.0,0.0,300.0,130.0,155000.0,0.0,1,1,0,1,0
2.0,3.0,2.0,0.0,150.0,74.0,370000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,49.0,49.0,172300.0,0.0,0,1,0,0,1
1.0,1.0,0.0,0.0,39.0,39.0,146700.0,0.0,0,0,0,0,1
1.0,3.0,2.0,4700.0,145.0,120.0,340000.0,0.0,1,0,0,0,1
3.0,3.0,1.0,25000.0,160.0,160.0,520000.0,0.0,1,0,0,0,1
2.0,2.0,2.0,7500.0,60.0,60.0,280000.0,0.0,0,1,0,0,1
2.0,2.0,0.0,6000.0,60.0,60.0,180000.0,0.0,0,1,0,1,0
1.0,1.0,0.0,1.0,55.0,55.0,131372.0,0.0,0,0,0,0,1
1.0,1.0,0.0,0.0,36.0,36.0,119730.0,0.0,0,0,0,1,0
1.0,1.0,1.0,2500.0,38.0,38.0,122000.0,1.0,0,0,0,1,0
1.0,1.0,0.0,0.0,39.0,39.0,146600.0,0.0,0,0,0,0,1
1.0,1.0,0.0,1.0,59.0,59.0,182187.0,1.0,0,0,0,1,0
2.0,4.0,0.0,8.0,92.0,92.0,212000.0,0.0,1,1,0,1,0
1.0,0.0,0.0,2500.0,45.0,45.0,95658.0,0.0,0,0,0,1,0
1.0,2.0,0.0,0.0,68.0,68.0,192676.0,0.0,0,0,0,1,0
1.0,2.0,0.0,3315.0,80.0,80.0,140000.0,0.0,1,0,0,1,0
3.0,4.0,1.0,14200.0,231.0,231.0,320000.0,0.0,1,1,0,1,0
3.0,3.0,2.0,11500.0,126.0,126.0,430000.0,0.0,0,1,0,0,1
1.0,1.0,0.0,1.0,59.0,59.0,164007.0,1.0,0,0,0,1,0
2.0,2.0,1.0,7000.0,117.0,117.0,332500.0,0.0,1,0,0,0,1
2.0,5.0,2.0,0.0,230.0,230.0,285000.0,0.0,1,1,0,1,0
3.0,3.0,2.0,0.0,200.0,200.0,650000.0,0.0,0,1,0,0,1
2.0,2.0,1.0,1.0,95.0,95.0,319000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,1.0,71.0,71.0,160000.0,1.0,1,0,0,1,0
3.0,2.0,1.0,12000.0,90.0,90.0,349000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,1.0,75.0,75.0,175530.0,1.0,0,0,0,1,0
1.0,1.0,0.0,0.0,49.0,49.0,119700.0,1.0,0,0,0,1,0
1.0,1.0,0.0,0.0,48.0,48.0,160092.0,0.0,0,0,0,1,0
1.0,0.0,0.0,3500.0,40.0,40.0,116000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1900.0,43.0,43.0,139000.0,1.0,1,1,0,1,0
3.0,3.0,1.0,19350.0,136.0,136.0,350000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,70.0,70.0,263827.0,0.0,0,0,0,1,0
3.0,3.0,2.0,25000.0,164.0,164.0,450000.0,0.0,1,0,0,0,1
2.0,4.0,0.0,0.0,99.0,99.0,517906.0,0.0,0,0,0,1,0
1.0,2.0,0.0,1.0,68.0,68.0,145230.0,1.0,1,0,0,1,0
1.0,2.0,0.0,0.0,69.0,69.0,199990.0,0.0,0,0,0,1,0
1.0,1.0,0.0,9500.0,70.0,70.0,250000.0,0.0,0,1,0,1,0
1.0,0.0,0.0,1500.0,30.0,30.0,99900.0,0.0,0,1,0,1,0
1.0,2.0,0.0,1.0,72.0,72.0,154350.0,1.0,1,0,0,1,0
1.0,2.0,0.0,3500.0,55.0,55.0,138000.0,1.0,1,0,0,1,0
3.0,2.0,2.0,0.0,128.0,128.0,582000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,43.0,43.0,221632.0,0.0,0,0,0,1,0
1.0,1.0,0.0,1.0,44.0,44.0,118200.0,1.0,1,0,0,1,0
2.0,2.0,2.0,5500.0,61.0,61.0,250000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,1.0,50.0,50.0,134019.0,1.0,1,0,0,1,0
2.0,2.0,0.0,1.0,88.0,88.0,262500.0,0.0,1,0,0,0,1
1.0,2.0,0.0,1.0,74.0,74.0,140080.0,1.0,0,0,0,1,0
1.0,3.0,0.0,0.0,84.0,84.0,281409.0,0.0,0,0,0,1,0
3.0,4.0,2.0,0.0,670.0,345.0,580000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,0.0,77.0,77.0,296810.0,0.0,0,0,0,1,0
3.0,2.0,0.0,1.0,136.0,136.0,639000.0,0.0,1,0,0,0,1
2.0,2.0,1.0,7300.0,70.0,70.0,260000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,75.0,75.0,153000.0,0.0,1,0,0,1,0
2.0,2.0,0.0,6400.0,54.0,54.0,139000.0,0.0,0,1,0,1,0
1.0,1.0,0.0,0.0,38.0,38.0,165000.0,0.0,0,0,0,0,1
3.0,5.0,0.0,0.0,398.0,276.0,550000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,3500.0,53.0,53.0,160000.0,1.0,0,0,0,1,0
1.0,1.0,0.0,1.0,90.0,90.0,249000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,62.0,62.0,209909.0,0.0,0,0,0,1,0
1.0,2.0,0.0,1.0,69.0,69.0,139000.0,1.0,0,0,0,1,0
1.0,0.0,0.0,1.0,40.0,40.0,137000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,3000.0,44.0,44.0,100047.0,0.0,1,0,0,1,0
1.0,0.0,0.0,1.0,39.0,39.0,114000.0,0.0,0,0,0,0,1
1.0,3.0,0.0,1.0,80.0,80.0,198000.0,1.0,1,0,0,1,0
1.0,2.0,0.0,0.0,61.0,61.0,167678.0,0.0,0,0,0,1,0
3.0,3.0,1.0,19000.0,157.0,157.0,580000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,1.0,60.0,60.0,142030.0,0.0,1,0,0,0,1
1.0,1.0,1.0,0.0,77.0,39.0,170000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,48.0,48.0,122000.0,1.0,1,0,0,1,0
1.0,1.0,0.0,1.0,60.0,60.0,148515.0,0.0,1,0,0,0,1
3.0,3.0,2.0,16000.0,168.0,168.0,680000.0,0.0,1,0,0,0,1
3.0,3.0,1.0,14000.0,214.0,214.0,590000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,0.0,62.0,62.0,174958.0,0.0,0,0,0,1,0
1.0,2.0,0.0,3000.0,50.0,50.0,155800.0,0.0,1,1,0,0,1
3.0,3.0,0.0,1.0,231.0,231.0,649000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,1.0,35.0,35.0,138000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1.0,53.0,53.0,135764.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,90.0,90.0,125000.0,0.0,1,0,0,1,0
1.0,1.0,1.0,1.0,44.0,44.0,124300.0,1.0,1,0,0,1,0
1.0,0.0,0.0,1.0,48.0,48.0,134000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,59.0,59.0,182466.0,0.0,0,0,0,1,0
1.0,2.0,0.0,0.0,68.0,68.0,199677.0,0.0,0,0,0,1,0
3.0,3.0,2.0,19000.0,160.0,160.0,630000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,1.0,68.0,68.0,162384.0,0.0,1,0,0,0,1
3.0,3.0,2.0,0.0,168.0,168.0,630000.0,0.0,1,1,0,0,1
2.0,1.0,0.0,3500.0,66.0,66.0,190000.0,0.0,1,0,0,1,0
3.0,2.0,0.0,1.0,145.0,145.0,649000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1.0,56.0,56.0,168000.0,0.0,0,0,0,0,1
1.0,2.0,0.0,1.0,67.0,67.0,147835.0,1.0,1,0,0,1,0
1.0,1.0,0.0,1.0,51.0,51.0,165500.0,0.0,1,0,0,0,1
3.0,3.0,0.0,9000.0,223.0,223.0,370000.0,0.0,1,1,0,1,0
1.0,1.0,0.0,2000.0,40.0,40.0,125000.0,0.0,1,0,0,1,0
2.0,4.0,0.0,4550.0,85.0,85.0,190000.0,0.0,1,0,0,1,0
3.0,4.0,1.0,14000.0,170.0,170.0,430000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,2500.0,64.0,64.0,145000.0,1.0,1,0,0,1,0
2.0,2.0,0.0,3500.0,12.0,93.0,375000.0,0.0,1,0,0,1,0
1.0,2.0,1.0,2500.0,51.0,51.0,220000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,1.0,56.0,56.0,134400.0,1.0,1,0,0,1,0
1.0,2.0,0.0,1.0,68.0,68.0,151500.0,1.0,1,0,0,1,0
1.0,1.0,0.0,0.0,49.0,49.0,121621.0,0.0,0,0,0,1,0
3.0,3.0,1.0,17000.0,155.0,155.0,460000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,3000.0,53.0,53.0,135000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,3300.0,60.0,60.0,150000.0,0.0,1,0,0,1,0
1.0,3.0,1.0,7000.0,4.0,64.0,198000.0,0.0,0,0,0,0,1
1.0,2.0,0.0,0.0,66.0,66.0,125000.0,1.0,0,0,0,1,0
1.0,1.0,0.0,0.0,39.0,39.0,157800.0,0.0,0,0,0,0,1
1.0,0.0,1.0,1.0,55.0,55.0,239000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,1625.0,67.0,67.0,148000.0,1.0,0,0,0,0,1
1.0,1.0,0.0,0.0,57.0,57.0,172300.0,0.0,0,0,0,0,1
1.0,0.0,0.0,1.0,30.0,30.0,115000.0,0.0,0,0,0,0,1
1.0,2.0,1.0,2500.0,50.0,50.0,141000.0,1.0,1,0,0,1,0
1.0,1.0,0.0,1.0,59.0,59.0,150537.0,1.0,0,0,0,1,0
3.0,3.0,3.0,0.0,286.0,256.0,450000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,1.0,75.0,75.0,170280.0,1.0,0,0,0,1,0
3.0,3.0,2.0,13500.0,173.0,173.0,605000.0,0.0,0,0,0,0,1
1.0,2.0,1.0,2500.0,49.0,49.0,147000.0,1.0,1,0,0,1,0
1.0,2.0,0.0,0.0,62.0,62.0,202121.0,0.0,0,0,0,1,0
2.0,2.0,2.0,10200.0,87.0,87.0,380000.0,0.0,0,1,0,0,1
2.0,3.0,1.0,12000.0,105.0,105.0,330000.0,0.0,0,0,0,0,1
1.0,1.0,0.0,0.0,52.0,52.0,157000.0,1.0,1,0,0,1,0
1.0,1.0,0.0,1.0,59.0,59.0,189613.0,1.0,0,0,0,1,0
1.0,2.0,0.0,1.0,75.0,75.0,144500.0,0.0,1,0,0,1,0
1.0,1.0,0.0,1.0,98.0,98.0,182000.0,0.0,0,0,0,0,1
2.0,3.0,1.0,9565.0,78.0,78.0,285000.0,0.0,1,0,0,0,1
1.0,1.0,1.0,2500.0,38.0,38.0,120000.0,1.0,0,0,0,1,0
1.0,2.0,0.0,1.0,63.0,63.0,139903.0,1.0,1,0,0,1,0
1.0,1.0,0.0,1.0,50.0,50.0,142000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,1.0,50.0,50.0,131888.0,1.0,1,0,0,1,0
1.0,2.0,0.0,1.0,75.0,75.0,149000.0,1.0,1,0,0,1,0
2.0,3.0,0.0,1.0,70.0,70.0,198000.0,1.0,1,0,0,1,0
1.0,3.0,0.0,2350.0,73.0,73.0,175000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,1.0,72.0,72.0,152250.0,1.0,1,0,0,1,0
3.0,4.0,1.0,22000.0,200.0,200.0,460000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,1.0,87.0,87.0,173900.0,1.0,1,0,0,1,0
1.0,2.0,0.0,3000.0,50.0,50.0,135000.0,0.0,1,1,0,1,0
2.0,2.0,0.0,0.0,121.0,61.0,138000.0,0.0,1,0,0,1,0
1.0,2.0,0.0,2400.0,54.0,54.0,85000.0,0.0,1,1,0,1,0
1.0,3.0,1.0,0.0,70.0,70.0,110000.0,0.0,0,0,1,0,0
1.0,3.0,0.0,2100.0,57.0,57.0,140000.0,0.0,0,0,0,1,0
1.0,1.0,0.0,0.0,41.0,41.0,176000.0,0.0,0,0,0,0,1
3.0,4.0,1.0,26000.0,177.0,177.0,430000.0,0.0,1,1,0,0,1
2.0,3.0,0.0,0.0,113.0,113.0,230000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,2000.0,49.0,49.0,95000.0,0.0,0,0,0,1,0
3.0,3.0,0.0,0.0,407.0,230.0,680000.0,0.0,0,1,0,0,1
3.0,5.0,1.0,0.0,675.0,300.0,330000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,2600.0,48.0,48.0,105000.0,0.0,1,0,0,1,0
1.0,0.0,0.0,1.0,42.0,42.0,120000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,3000.0,58.0,58.0,129500.0,0.0,1,0,0,1,0
1.0,1.0,0.0,1.0,44.0,44.0,114000.0,0.0,1,0,0,1,0
1.0,0.0,0.0,2300.0,21.0,21.0,98000.0,0.0,1,0,0,0,1
2.0,2.0,3.0,13000.0,99.0,99.0,470000.0,0.0,1,0,0,0,1
3.0,4.0,1.0,28000.0,222.0,222.0,480000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,12300.0,75.0,75.0,305000.0,0.0,0,0,0,0,1
1.0,0.0,0.0,0.0,60.0,60.0,178900.0,0.0,1,0,0,1,0
2.0,3.0,1.0,21000.0,150.0,150.0,395000.0,0.0,1,1,0,0,1
1.0,0.0,0.0,3120.0,23.0,23.0,95000.0,0.0,0,1,0,0,1
3.0,4.0,2.0,17000.0,152.0,152.0,550000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,3500.0,65.0,65.0,218000.0,0.0,0,0,0,0,1
1.0,2.0,1.0,5200.0,55.0,55.0,151700.0,0.0,1,0,0,1,0
1.0,2.0,0.0,2200.0,108.0,93.0,168000.0,0.0,1,0,0,1,0
1.0,4.0,0.0,0.0,192.0,154.0,170000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,1500.0,42.0,42.0,109000.0,0.0,0,0,0,0,1
1.0,2.0,0.0,1600.0,70.0,70.0,150000.0,0.0,1,0,0,1,0
3.0,4.0,2.0,24000.0,180.0,180.0,580000.0,0.0,1,0,0,0,1
1.0,3.0,2.0,0.0,300.0,90.0,140000.0,0.0,1,0,1,0,0
1.0,1.0,0.0,0.0,34.0,34.0,114800.0,0.0,0,0,0,1,0
1.0,2.0,0.0,0.0,73.0,73.0,163000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,1.0,57.0,57.0,164000.0,0.0,1,0,0,0,1
1.0,1.0,1.0,2500.0,60.0,60.0,127300.0,0.0,1,1,0,1,0
2.0,3.0,1.0,0.0,88.0,88.0,379715.0,0.0,0,0,0,1,0
2.0,3.0,1.0,10000.0,83.0,83.0,210000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,2400.0,39.0,39.0,109500.0,0.0,1,0,0,1,0
1.0,1.0,0.0,2500.0,49.0,49.0,125000.0,0.0,0,0,0,1,0
3.0,4.0,2.0,19000.0,117.0,112.0,550000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,2500.0,75.0,75.0,230000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,10500.0,106.0,106.0,269000.0,0.0,1,0,0,0,1
2.0,3.0,1.0,0.0,87.0,87.0,367087.0,0.0,0,0,0,1,0
1.0,1.0,1.0,3000.0,79.0,79.0,138000.0,1.0,1,0,0,1,0
1.0,2.0,0.0,0.0,74.0,74.0,147000.0,0.0,1,0,0,1,0
1.0,3.0,4.0,19000.0,204.0,197.0,560000.0,0.0,1,0,0,0,1
2.0,5.0,1.0,0.0,167.0,135.0,255000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,4500.0,59.0,59.0,140000.0,0.0,1,0,0,1,0
3.0,3.0,3.0,16000.0,570.0,187.0,790000.0,0.0,1,1,0,0,1
2.0,3.0,0.0,0.0,90.0,82.0,135000.0,0.0,0,0,0,1,0
2.0,2.0,1.0,12000.0,75.0,75.0,285000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,14000.0,118.0,118.0,346000.0,0.0,1,0,0,0,1
3.0,3.0,2.0,14000.0,112.0,112.0,320000.0,0.0,1,0,0,0,1
2.0,2.0,0.0,6000.0,61.0,55.0,198000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,2500.0,73.0,73.0,144200.0,0.0,1,0,0,1,0
1.0,0.0,1.0,0.0,28.0,28.0,120225.0,0.0,1,0,0,0,1
3.0,5.0,0.0,0.0,338.0,269.0,320000.0,0.0,1,0,0,1,0
1.0,3.0,1.0,0.0,356.0,109.0,270000.0,0.0,1,0,0,1,0
3.0,3.0,1.0,10000.0,96.0,96.0,345000.0,0.0,1,0,0,0,1
2.0,2.0,1.0,0.0,90.0,90.0,350000.0,0.0,1,0,0,0,1
1.0,3.0,0.0,1200.0,80.0,80.0,120000.0,0.0,1,0,0,1,0
2.0,3.0,1.0,12000.0,104.0,104.0,285000.0,0.0,0,0,0,0,1
1.0,0.0,0.0,1.0,67.0,67.0,140000.0,0.0,1,1,0,0,1
3.0,3.0,1.0,20000.0,184.0,178.0,540000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,2680.0,60.0,60.0,129000.0,0.0,1,0,0,0,1
2.0,2.0,0.0,1.0,56.0,56.0,214000.0,0.0,1,0,0,1,0
3.0,4.0,2.0,0.0,332.0,246.0,644000.0,0.0,1,1,0,0,1
3.0,4.0,2.0,23500.0,202.0,202.0,640000.0,0.0,1,0,0,0,1
3.0,3.0,2.0,12750.0,119.0,109.0,350000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,5000.0,48.0,48.0,165000.0,0.0,0,0,0,0,1
1.0,1.0,0.0,4300.0,45.0,39.0,185000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,4000.0,51.0,51.0,129000.0,0.0,1,0,0,1,0
2.0,4.0,1.0,15000.0,150.0,150.0,390000.0,0.0,1,0,0,0,1
2.0,4.0,1.0,2000.0,139.0,139.0,230000.0,0.0,1,0,0,1,0
2.0,2.0,1.0,22000.0,74.0,74.0,279000.0,0.0,1,1,0,0,1
1.0,1.0,0.0,0.0,54.0,54.0,160000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,3600.0,50.0,50.0,150000.0,0.0,1,1,0,0,1
2.0,4.0,1.0,0.0,300.0,250.0,230000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,3500.0,45.0,45.0,139000.0,0.0,0,0,0,1,0
2.0,3.0,1.0,0.0,292.0,157.0,145000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,4500.0,38.0,38.0,101000.0,0.0,1,0,0,1,0
1.0,2.0,2.0,0.0,55.0,55.0,160000.0,0.0,1,1,0,0,1
1.0,2.0,1.0,4500.0,54.0,54.0,159000.0,0.0,1,0,0,1,0
1.0,2.0,2.0,0.0,300.0,70.0,139000.0,0.0,1,0,1,0,0
3.0,3.0,1.0,0.0,675.0,260.0,330000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,10500.0,71.0,71.0,330000.0,0.0,1,1,0,0,1
3.0,4.0,3.0,0.0,500.0,300.0,495000.0,0.0,1,1,0,0,1
3.0,4.0,0.0,2000.0,85.0,85.0,135000.0,0.0,0,0,0,1,0
2.0,3.0,1.0,7000.0,76.0,76.0,224000.0,0.0,1,0,0,1,0
3.0,3.0,1.0,10000.0,146.0,146.0,420000.0,0.0,1,1,0,0,1
3.0,3.0,0.0,1.0,125.0,125.0,400000.0,0.0,1,0,0,0,1
2.0,3.0,1.0,13000.0,190.0,150.0,530000.0,0.0,1,0,0,0,1
1.0,1.0,1.0,1.0,56.0,56.0,137000.0,0.0,1,0,0,1,0
1.0,0.0,0.0,3800.0,30.0,30.0,100000.0,0.0,0,0,0,0,1
2.0,3.0,0.0,12000.0,166.0,146.0,420000.0,0.0,1,0,0,0,1
2.0,3.0,1.0,10000.0,118.0,118.0,450000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,0.0,25.0,25.0,94500.0,0.0,0,0,0,0,1
3.0,2.0,1.0,8000.0,130.0,111.0,295000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,50.0,50.0,131500.0,0.0,1,0,0,1,0
1.0,2.0,1.0,0.0,67.0,67.0,359667.0,0.0,1,0,0,1,0
2.0,3.0,0.0,6500.0,176.0,176.0,385000.0,0.0,1,0,0,0,1
2.0,4.0,2.0,0.0,350.0,110.0,350000.0,0.0,0,1,0,0,1
3.0,3.0,1.0,25000.0,167.0,167.0,550000.0,0.0,1,1,0,0,1
2.0,2.0,1.0,5200.0,56.0,56.0,190000.0,0.0,1,1,0,1,0
2.0,3.0,1.0,0.0,78.0,78.0,187000.0,0.0,1,0,0,1,0
2.0,2.0,1.0,7800.0,60.0,60.0,230000.0,0.0,0,1,0,0,1
1.0,0.0,0.0,0.0,39.0,39.0,132500.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,40.0,40.0,125000.0,0.0,1,0,0,1,0
3.0,3.0,1.0,17000.0,140.0,140.0,350000.0,0.0,1,1,0,0,1
1.0,4.0,2.0,27000.0,305.0,305.0,695000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,2720.0,38.0,38.0,118000.0,0.0,1,0,0,0,1
3.0,3.0,1.0,9000.0,97.0,84.0,370000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,9500.0,122.0,122.0,170000.0,0.0,1,0,0,1,0
1.0,1.0,1.0,2600.0,45.0,45.0,135000.0,0.0,1,1,0,0,1
1.0,3.0,0.0,5000.0,77.0,77.0,180000.0,0.0,1,0,0,1,0
1.0,0.0,0.0,0.0,30.0,30.0,124000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,0.0,130.0,130.0,210000.0,0.0,1,0,0,0,1
3.0,2.0,0.0,10000.0,151.0,151.0,409000.0,0.0,1,0,0,0,1
1.0,1.0,1.0,0.0,41.0,41.0,180000.0,0.0,1,1,0,0,1
1.0,0.0,0.0,0.0,57.0,40.0,141000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,0.0,30.0,30.0,116000.0,0.0,1,0,0,0,1
3.0,4.0,0.0,0.0,700.0,300.0,530000.0,0.0,1,0,0,0,1
1.0,0.0,0.0,1.0,39.0,39.0,126500.0,0.0,1,0,0,0,1
3.0,3.0,2.0,20000.0,150.0,150.0,455000.0,0.0,1,1,0,0,1
2.0,3.0,1.0,0.0,211.0,143.0,230000.0,0.0,1,0,0,1,0
1.0,1.0,1.0,4000.0,43.0,43.0,198000.0,0.0,0,1,0,0,1
1.0,1.0,0.0,0.0,62.0,62.0,133670.0,1.0,0,0,0,1,0
3.0,3.0,2.0,27000.0,223.0,223.0,690000.0,0.0,1,1,0,0,1
1.0,2.0,0.0,0.0,247.0,133.0,140000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,0.0,64.0,64.0,185209.0,0.0,1,0,0,1,0
1.0,2.0,1.0,0.0,221.0,131.0,169000.0,0.0,1,0,1,0,0
2.0,2.0,1.0,0.0,86.0,86.0,346000.0,0.0,1,1,0,0,1
1.0,0.0,0.0,2200.0,38.0,38.0,98000.0,0.0,0,1,0,1,0
3.0,3.0,1.0,9600.0,90.0,90.0,250000.0,0.0,1,0,0,0,1
2.0,5.0,0.0,0.0,97.0,97.0,180000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,4300.0,40.0,40.0,98000.0,0.0,1,0,0,1,0
1.0,2.0,1.0,0.0,120.0,75.0,130000.0,0.0,1,0,1,0,0
1.0,1.0,0.0,1200.0,45.0,45.0,145000.0,0.0,1,1,0,0,1
2.0,3.0,0.0,0.0,721.0,130.0,360000.0,0.0,1,0,0,0,1
2.0,2.0,0.0,0.0,50.0,120.0,295000.0,0.0,1,1,0,1,0
3.0,3.0,1.0,26000.0,154.0,154.0,540000.0,0.0,1,0,0,0,1
2.0,4.0,0.0,3500.0,100.0,100.0,170000.0,0.0,1,0,0,1,0
1.0,1.0,0.0,0.0,37.0,37.0,68000.0,0.0,0,0,0,1,0
1.0,2.0,0.0,1500.0,48.0,48.0,83000.0,0.0,0,0,0,1,0
2.0,3.0,1.0,5000.0,78.0,78.0,210000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,0.0,64.0,64.0,180000.0,1.0,1,0,0,1,0
1.0,2.0,0.0,3000.0,60.0,60.0,160000.0,0.0,1,0,0,1,0
2.0,3.0,0.0,3000.0,97.0,76.0,170000.0,0.0,1,1,0,1,0
1.0,0.0,1.0,0.0,33.0,33.0,100000.0,0.0,0,0,0,1,0
2.0,2.0,1.0,8000.0,85.0,85.0,249000.0,0.0,1,0,0,0,1
1.0,2.0,1.0,0.0,54.0,54.0,164481.0,0.0,0,0,0,1,0
3.0,4.0,2.0,28000.0,186.0,186.0,450000.0,0.0,1,0,0,0,1
1.0,2.0,0.0,0.0,42.0,42.0,130000.0,0.0,0,0,0,0,1
1.0,1.0,1.0,4500.0,40.0,40.0,170000.0,0.0,1,1,0,1,0
1.0,0.0,1.0,1.0,33.0,33.0,100000.0,0.0,0,0,0,1,0
2.0,3.0,1.0,0.0,197.0,172.0,330000.0,0.0,1,1,0,1,0
2.0,2.0,1.0,8000.0,74.0,74.0,289000.0,0.0,1,1,0,0,1
2.0,4.0,3.0,0.0,500.0,300.0,235000.0,0.0,1,0,0,1,0
1.0,1.0,1.0,0.0,31.0,31.0,103016.0,0.0,0,0,0,1,0
1.0,1.0,1.0,0.0,41.0,41.0,190000.0,0.0,1,1,0,1,0
2.0,2.0,1.0,3000.0,81.0,81.0,275000.0,0.0,1,0,0,0,1
1.0,1.0,0.0,2500.0,35.0,35.0,110000.0,0.0,1,1,0,1,0
2.0,2.0,1.0,4200.0,131.0,77.0,295000.0,0.0,1,0,0,0,1
2.0,3.0,0.0,2500.0,80.0,80.0,130000.0,0.0,1,1,0,1,0
3.0,4.0,1.0,0.0,340.0,196.0,675000.0,0.0,1,0,0,0,1
2.0,4.0,1.0,0.0,181.0,181.0,210000.0,0.0,1,0,0,1,0
2.0,3.0,0.0,0.0,78.0,78.0,144000.0,0.0,1,1,0,1,0
1.0,2.0,0.0,1500.0,62.0,62.0,155000.0,0.0,1,0,0,1,0
3.0,3.0,3.0,0.0,350.0,145.0,310000.0,0.0,1,1,0,0,1
2.0,2.0,0.0,0.0,81.0,81.0,175000.0,0.0,1,0,0,1,0
2.0,2.0,1.0,6275.0,70.0,70.0,260000.0,0.0,1,1,0,0,1
2.0,2.0,2.0,0.0,100.0,100.0,190000.0,0.0,1,0,0,0,1
